,time,feature_50,feature_198,feature_211,feature_343,feature_430,feature_497,feature_654,feature_677,feature_750,feature_858,feature_923,feature_978,feature_981,feature_1005,feature_1007,feature_1097,feature_1158,feature_1463,feature_1498,feature_1734,feature_1838,feature_1917,feature_2039,feature_2193,feature_2195,feature_2567,feature_2741,feature_2841,feature_2884,feature_2981,feature_3077,feature_3107,feature_3108,feature_3208,feature_3209,feature_3242,feature_3266,feature_3431,feature_3479,feature_3668,feature_3839,feature_3844,feature_3851,feature_3910,feature_3935,feature_4004,feature_4195,feature_4247,feature_4362,feature_4397,feature_4457,feature_4560,feature_4583,feature_4588,feature_5049,feature_5059,feature_5077,feature_5186,feature_5423,feature_5879,feature_5947,feature_5992,feature_6195,feature_6513,feature_6628,feature_6709,feature_6710,feature_6749,feature_6916,feature_6944,feature_7167,feature_7242,feature_7266,feature_7305,feature_7614,feature_7652,feature_7691,feature_7792,feature_7851,feature_7915,feature_7954,feature_8070,feature_8179,feature_8200,feature_8299,feature_8361,feature_8773,feature_8840,feature_9253,feature_9344,feature_9507,feature_9661,feature_9764,feature_9820,feature_9847,feature_9848,feature_9989,feature_10003,feature_10004,feature_10310,feature_10406,feature_10407,feature_10476,feature_10740,feature_10851,feature_10906,feature_11337,feature_11352,feature_11403,feature_11450,feature_11909,feature_12147,feature_12428,feature_12494,feature_12582,feature_13005,feature_13595,feature_13651,feature_13677,feature_13906,feature_14032,feature_14109,feature_14244,feature_14988,feature_15083,feature_15273,feature_16783,feature_17129,feature_17750,feature_17990,feature_18376
0,0.0,74.9898259688083,5.518898344200802,0.7697028402774617,19.254563686834867,29.323140882702848,2256.4392581083453,215.11853233911702,10.871108351806948,109.81673741898156,24.704740188398354,4.495270538216001,342.49866404893936,168.26763227865794,25.993851699680803,1.1891524674463507,9.478437879900925,9.282239977116555,44.76500588338545,1.7546091936836494,10.902379683142312,0.9543988870324984,269.42093185024345,101.51382433056175,0.3674921825734773,1.4966097397658347,76.61024034117135,192.70507011305202,60.18527138334319,3.608109645501648,21.065082919979456,14.816100323098626,2.354616994857726,0.7883638987667644,1.195562432146038,13.71098762863811,1.9676576324736872,1.9278293883229427,104.63771997685652,0.6101720808981752,1.632249403535232,202.49610266345084,4.734545549105141,0.3429737425482535,2.6235218400369256,2.3708418116926597,13.04038407780371,2.091215227891798,144.13194385755057,31.707221936901504,1.034780234425281,5.580326089076406,3.131597680450908,0.7776827912600847,0.22250411186883626,9.198430988863825,2.772800556483751,0.5597651196505073,2.2882046247960317,2.0180970986133415,0.7315794777113955,78.40872301281343,8.479931479687693,0.07811575642134141,0.3188892428310461,1.301521879042796,15.720703340852799,0.3142963015933898,0.04612281648388082,0.19876903974048094,4.752577637934509,15.212845283215124,0.2409246341574407,0.1886502668651632,69.17480480812362,1.9798827223497137,7.977766653881409,0.03622832736326817,4.009493053704583,4.90328494438413,7.85070828159638,0.06702346203103567,8.159340605761168,0.7786498117966754,49.030733375372996,1.6861392639592259,4.090012546888307,43.01339201549833,2.1876247375229974,1.0904594891531176,0.8103875883320439,0.8922202791520124,1.3893923535492092,1.5010190283637688,0.46272013938097684,0.49433602257139697,0.49433602257139697,5.681065250320173,3.969638805640249,3.120947452591615,10.974579549222158,1.0587623437327318,1.0587623437327318,15.282015693361851,4.351403886284886,44.465749595314094,22.372558069989534,0.5630936205898988,9.414047314120776,20.652093640092833,1.2002983949084338,2.9871231870396495,1.9043576058196758,0.7608306300098164,0.18513973853064886,38.76525292056454,20.612104496726758,1.6462817654056936,19.430988863824005,1.9110341106336504,29.684751305071412,0.8149106440519298,0.5162508207485227,16.603459820703016,19.973822185238877,0.5519655708184081,10.187444335372474,2.0251165300377707,1.7360602770716993,1.3467800653998427,0.9870354238312866,0.31899325848540205
1,0.0,75.46343273602568,6.0449802754747255,0.681490706071142,21.958752340197915,30.448933538379247,2375.6634394223056,228.1396630115004,10.731405456004278,192.83979673709547,25.277119550682002,4.862892818935545,352.2515645894624,165.33821877507356,26.359708478202727,1.3211871489703129,10.137901176785237,11.268678122492645,45.77572211821342,1.854135464027815,10.420617143621289,0.9667524739235089,294.67841668895426,108.68196710350361,0.3406910270125702,1.3879546670232683,80.69205669965231,209.35778282963358,64.5590866541856,3.348239836854774,22.527659467772132,14.439129780690024,2.4734270526878843,0.8933555094945173,1.219248127841669,13.898428724257823,2.2153383257555497,2.022786841401444,118.49556031024338,0.7776561246322546,1.7090599090665954,209.74954533297674,4.310345346349291,0.4176317197111527,2.6957592270660604,2.6326825354372825,14.137439823482215,2.349573749665686,155.0679326023001,34.82704934474459,1.1843256886868148,5.967889141481679,3.050240706071142,0.9771914281893554,0.2510079566729072,9.254904386199518,2.867787175715432,0.6635129713827227,2.4164616207542124,2.5251621422840334,0.7799010430596416,79.5250869216368,8.544701123294999,0.10590231345279487,0.4321292457876438,1.44916087189088,16.790946777213158,0.3457374966568601,0.05826257020593742,0.19697111527146297,4.994241441561915,15.78032227868414,0.3037978069002407,0.23192531425514842,75.28057635731479,2.2016414816795935,8.9385163145226,0.0426333912810912,4.772245252741374,5.041020326290452,9.125377774806099,0.057144289917090134,9.189796737095481,0.6973605910671302,51.651303824552016,1.6875250735490772,4.547300414549345,40.93071342604975,2.299339729874298,1.2708962958010164,0.8610056164749933,0.9878175982883124,1.4346165418561112,1.3888038245520193,0.49864602834982613,0.5362764108050281,0.5362764108050281,6.14810109654988,4.081067798876705,3.1305529553356513,11.672277012570206,1.0068818534367479,1.0068818534367479,17.789303623963626,4.4731612730676655,45.56323883391281,25.34047873763038,0.6972251939021129,10.184355776945708,23.41725060176518,1.1419731211553892,3.3370068868681466,2.0905723455469376,0.9523335116341267,0.20404519925113668,40.30981211553891,23.390899973254882,2.0983986359989304,21.942337523401978,2.3019774672372293,30.81023335116341,0.8791371355977534,0.6181365338325756,17.621095212623697,20.239037844343407,0.5471098555763573,9.927433805830436,2.1429509895694037,1.9501554560042793,1.4428440090933405,1.1087506686279753,0.3346666889542658
2,0.25,75.73878986346,5.110409254969481,0.5787261032179758,18.126968361717694,42.92668332666629,2597.424439093911,389.30847819573114,7.733432908011554,402.62015657154853,21.53535788325731,8.686539014362786,486.3471130694807,271.7766931371043,12.46592127617828,2.002305833179966,9.21553608339937,12.03333267423414,39.00741486593162,3.657261321169404,10.607739142735028,0.42002059431481314,256.97339013754384,197.02784795494196,0.46932983300961423,1.420525565697233,93.90248880925618,180.3844049018728,115.03168999624313,3.057195614049764,19.598669430827286,13.528887557170517,4.802945564997574,1.9104923014679154,1.021173815104424,20.54604289518954,1.8726529097454914,1.568870035271947,101.47446776472593,1.0724694773698291,2.2567809899568494,359.4797577962562,4.459304934270065,0.6860081860119885,2.6301784282917824,4.991861138953827,30.018397993499253,2.66579564173193,113.0928432474527,29.022226345817177,0.8000617525244766,4.932534606510176,1.8722224672719225,1.6536398245984945,0.6718476933302711,6.935515762864222,1.8763504562233921,1.3308824983307046,4.685127528089033,1.8656411083209246,1.6228046293099383,52.48206515043432,8.098490713545857,0.18486819790619397,0.4258886051382359,1.1370601843753945,40.30003209306075,0.6118306277311423,0.03877176358213314,0.3672906308035585,4.571414665159865,12.637197834707049,0.1864257000013689,0.16578879724030096,40.644364777941874,1.6083505839872358,20.741332972349774,0.019958537590708526,3.4859984516238938,12.477435232096711,8.591008163197017,0.24533699995284905,6.424480160860763,1.158358721327284,37.523297889006685,1.3392038791536558,3.7060640674836454,36.91375484247783,3.358409522665154,0.9647432631189892,0.9424499933836581,0.9815487715658524,1.7412204184874283,1.9774177406181033,0.42662324723976863,0.7483767147352779,0.7483767147352779,5.72782042487562,3.0642287094482885,2.283991646678216,13.75829818560132,1.4580349008233162,1.4580349008233162,10.132938279416484,3.8882735606414354,40.66779423328765,17.760512758892897,0.6344691640442124,9.488759063247665,9.998973326255623,1.0107869188075982,2.8680975203167325,11.717435049576935,0.741474425176778,0.14176767361813516,34.304658969402084,8.000343745579599,1.375148107193865,6.78067815223062,0.7708646722325059,26.057305125915832,0.7507479508352561,0.4902602884116673,5.794978576741201,18.020311409159145,0.5020130410380508,3.3509596737763188,1.0867166669455164,1.054215978693858,0.6668603404298037,0.6051382359159375,0.12468230151354524
3,0.25,83.76063588814299,5.555236287949109,0.7158319420376172,19.110895508675664,47.985205272878765,2813.198746725043,432.1071049538576,7.703421161845444,266.4834612691785,22.800055757429835,9.609935593832468,542.4785824940678,301.372963348994,13.023752348306527,2.2244632555369344,9.38770738754265,14.32753688385664,40.46892632099172,3.737075206001527,11.143787640225185,0.5081085875946054,296.510205827285,210.50741161972167,0.5799137027051857,1.360023506825533,105.70279389075979,208.3826226901059,125.42637643234818,3.3191653492917856,23.01004425745993,15.694010511542738,5.299620152509243,2.070434939633078,1.068323443781621,22.351438129845114,2.055290144557473,1.668103898901642,110.9674230880112,1.2253059530560457,2.462945069427504,369.482387305047,4.651346573610896,0.597093960773381,2.709814258061859,5.158324172429852,31.57241971405309,0.6729557457081036,118.62848127532449,28.532610176364553,0.9486271316920796,5.525516944239402,2.887213173960013,1.9357839146150995,0.7089953208111439,7.190478151641201,0.8647613043436939,1.3526055510323045,5.142688331807396,2.5019752703126534,1.5613442609447716,51.212296414100294,8.557111765134499,0.26044105394214534,0.5027514390802559,1.3854691702597473,45.937586526977405,0.588590952723402,0.03956559893300555,0.3470804966212898,4.670365876452941,13.901529527677544,0.22907749965943616,0.1913952980012862,39.92225323377253,1.8748657544835627,23.18389022122394,0.016275783851254385,4.061222291567006,14.044319236630097,8.776510915467302,0.25384203539963185,6.740575885545203,1.2506027188083118,42.03407856095142,1.4298517676055669,3.8515521791334155,40.98438475161016,3.7083157771350184,1.0013907677101122,0.9253024682166809,1.0508675666000322,1.8430412509939713,2.130390016885631,0.4588979037107203,0.8273895701925849,0.8273895701925849,5.818042280605602,3.7766186286840298,2.7876639854523795,14.720381241426503,1.6566910499821006,0.020199396172379164,10.67787728930186,3.7644486192116027,39.13410295482698,21.17659581882637,0.9130152414201671,9.774605341941943,11.164248399349919,0.9639350806106706,3.222096732804694,12.790890629900556,0.872957012922418,0.1589118430681793,36.727827709541806,7.981394125828046,1.8620478816928716,7.066306989003748,0.8105815563292603,27.965633147792037,0.8415601942639545,0.5164215134974165,5.794806322132215,18.00086328975172,0.5149578809642233,3.231681625075637,1.2891276179855728,1.128836095332533,0.6273027660120448,0.5716086968918401,0.17730387482457002
4,0.5,90.39106394790494,6.69238610585559,0.7170218264540068,19.644880626110705,30.26382219783235,1940.302424487999,270.8136057199922,19.391982822156354,228.125898534587,24.867836848771802,5.543226971511707,347.45721332240043,179.73731682337515,22.607166900107522,1.3249225497484263,8.211613868620125,9.36734550629014,44.7570598576383,2.1549036936830586,13.482715273412948,0.8053438280684179,184.02008761210743,113.43771914991369,0.5181094800384141,1.6298563939928596,49.81540837260351,129.7043585906766,69.26350314427283,2.6937468692869473,13.165202742584398,20.86976233700351,2.5903144910936198,1.084120066235519,1.30264463495487,16.367037619605203,2.056611268333615,2.1118250820765283,70.76868297881165,1.1518487558506447,1.795448381919873,182.9486291863815,5.0549282608071415,0.5716147619700919,3.3360160420129725,2.883499188008691,16.56451582027075,1.3916717449358225,168.8694209496948,34.899689560886586,1.0060237312037572,1.447271613485756,3.0586994738806803,1.1326560889776567,0.46795266521390944,9.186107131804215,3.745199041563107,0.6857466012819572,2.463648632695971,2.4835767180236545,0.8445315815165891,111.02661863847084,9.25850676553073,0.10492554885188576,0.42837407115532483,1.4661324646568419,23.958302890306197,0.29250830336888656,0.06633761609561398,0.222484023393007,6.075416285131785,19.478618625708698,0.29390256742399345,0.16822737032865706,54.088716032760416,3.027261531393275,9.217476477776325,0.031064649822765748,4.638308122784572,5.8164038197092145,8.13842936313719,0.13000634916583448,4.378585763192067,0.6573045717184544,53.404476959547196,1.4858037118691114,3.910760719401966,45.98197666442265,2.0104218845217545,1.3140890861348895,0.7198486409913633,1.0562411662045708,1.1359806270678658,1.395846560762155,0.5930041126003822,0.46766551701034054,0.46766551701034054,6.330284244816177,4.987464385646418,3.4563231629693676,8.922256219151508,0.8791425116534313,0.8791425116534313,12.03132148793818,4.643690556333691,48.82460349618891,10.945071739192858,0.5474911223347063,9.206105408914995,11.406652904823133,1.2574443171775247,3.05023976874998,3.5364470833718857,0.8665829682828856,0.24543833173274798,46.06428929224349,9.347553018725254,2.1400357978093782,8.242340321669799,0.8041282340066427,35.21967156626583,1.0135853005644058,0.5694069113382063,6.8377660507869455,21.83032891231451,0.585121894412415,4.2643454456699645,1.5165094264374162,1.5807030026130486,1.0162318498406326,0.7159721402431827,0.31624429292945405
5,0.5,99.10928620112668,6.851527247339609,0.8020457270407105,21.31184236492414,30.917840908902463,1973.1676763187527,285.2162722860038,20.23095024485376,227.05901199476628,26.130663849701417,5.9631318064453005,355.1598655418706,197.61323885223038,23.418798599698516,1.5012843835870868,8.773623454220722,9.763457835900718,46.72066108027522,2.508960835006874,13.803868241646532,0.8035465238726197,208.21730874790427,123.28900371965447,0.4494612885626015,1.6464835749809705,54.820980642208376,146.21222428040522,73.96383162552051,2.899824713563389,15.444899197861407,21.85375273833234,2.810907890874658,1.061264019183666,1.2936951608008451,16.7808156706406,2.4686051544494068,2.4891735335722447,80.56053186249716,1.1920074691590397,1.8444013644813628,198.22337495211545,4.366247493835124,0.7263392331508608,3.449282187946197,2.85808929492399,16.980604066578994,1.5561588224466139,170.51191931185562,34.373998570511745,1.134955631138964,7.418364114869829,3.430418581357284,1.0706319764250523,0.4235746161359705,9.373313676487903,1.663763467785935,0.7546553722722396,2.492471969924363,2.1932379567273013,0.8575138512768381,81.70964141734922,10.46289715147103,0.13508166490606338,0.5116755360166365,1.355030488563265,24.907479606575645,0.34268249606559065,0.06349780187160144,0.2485800471963291,6.1323321387764445,18.60838489385801,0.3439461504146677,0.21542653309298473,51.153013284954056,2.9954462009940084,8.131640611396438,0.04399905143006867,4.516337127060279,6.014437499689062,8.716498649282851,0.12181329424075435,4.332410744046977,0.7989827748323833,56.02120020629738,1.512728581307534,4.649917995134433,45.86992320231902,2.4148020026102257,1.3348667441663777,0.6637319593441601,0.9966037216444753,1.2276866336214973,1.3804412176851908,0.6728014155582052,0.579914529205838,0.5583528049975706,6.669337145302008,5.075603676869322,3.660358897735206,9.471052862873604,1.13300044940988,1.13300044940988,11.469132506264376,4.6894925980036914,51.33058491276307,11.487009401124022,0.5046872952987747,10.382283632359501,12.27095601587362,1.352914447947225,3.497024110591314,3.8329737501513232,0.9067814458394761,0.2238674788105729,48.15521721753926,10.050051988928928,2.347519871047556,9.69996832572432,1.0083381286970596,37.01606764696615,1.2235009858825598,0.7122964181535059,7.642604719964578,22.72749675380133,0.6529096387640068,4.026830267340837,1.8796062439781565,1.5297066564070758,1.1020309678232476,0.8997053131524527,0.27477019566742344
6,0.75,76.99859657642345,6.430412366962082,0.5895188377645583,20.618985876735056,44.33237991178018,1974.0236558617619,486.0129594107887,12.302529237991179,463.70560155396385,23.495784063777265,9.22014649346445,495.03201003601635,289.5443033466877,19.20019424547772,2.1263081218890374,7.979196309335923,10.041047306867387,45.08720165108656,3.9000995508073326,11.981750637367973,0.6735300068795274,239.22734328841406,222.51135445752902,0.5083808830075675,1.6102739670592043,87.59763991744568,169.69120472663997,126.52321638136863,2.814759418882279,19.540635344583382,15.426274938286593,5.807421795961313,2.2220468617215006,1.0874217959613128,23.737868965238153,1.6165804702359272,1.922996236493869,90.2557079842985,1.047624135000607,2.4503759459350087,259.7506729796447,4.625998138480838,0.37593784144712883,2.750062725102181,4.946802638501072,33.79406418194326,2.449887094816074,145.33394844401278,36.10195297640727,1.0690105620978512,5.8944955687750396,2.3796641171947717,1.9912362915300879,0.7432851766419813,9.532043219618794,0.9338124721783821,1.5590449597345313,5.004579337137307,1.726193193314718,1.6950265064141476,69.17190886649671,10.44513455546113,0.22239164744445794,0.39969244466027276,1.0977135688559752,57.09781069159484,0.5670640605398406,0.05085994091700052,0.386668285378981,5.025316660596496,12.950635749261462,0.24995993687021975,0.22841973210311198,67.49936465541661,1.9191048520901623,22.674232528023957,0.03310428554085225,3.2069993120472664,14.987228359839747,10.417171300230667,0.25660313220832826,3.783869531787463,0.9361709360203958,47.40186637529845,1.5038938124721783,4.116051960665291,43.57973048439966,2.6982283193719394,1.0950070818663753,0.5600696046295173,0.854566792116871,0.786064505685727,1.8512986119541905,0.5086123588685201,0.573963012423617,0.573963012423617,5.683365302901541,4.131389259843794,3.2352231799603417,7.967363522317996,1.2660855489458136,1.2660855489458136,12.31717049087451,4.465823317550888,46.38165675205374,8.842555946744366,0.5913220832827486,9.644223220428149,11.44626441665655,1.2453870745821698,3.4340301889846625,3.007235644045162,0.7950305531949334,0.19611670915786492,42.460643438144956,9.085738335154385,2.1825211444296064,7.2982364129335116,0.8158844239407551,32.924058111772084,1.0453029015418234,0.519295860143256,5.99256039820323,23.163825017198818,0.6256646837440816,2.9411517138116627,1.3956634697098458,1.2708817935332444,0.7041010076484157,0.5282198211322893,0.1964550200315649
7,0.75,79.56856566007006,6.037735727835038,0.6711688053029828,21.22330639759843,43.339607094843664,1943.3792798826842,469.63807174189236,11.645839256143258,421.6787789133511,24.397394445488466,8.857041437985972,486.6937598077717,292.9072443795545,19.160168842245255,2.0855743639906006,8.53413867486464,8.871773373616472,44.61157770806932,3.8052403416035836,12.203211407773617,0.6466182562283868,243.20885072591565,227.0040556189999,0.513516856116275,1.4267715827193688,94.6869624297093,174.01375216232756,124.4353984063425,2.795249866285037,19.491998785723577,14.637347352122495,6.021744542582393,1.9792063193771854,1.1304094328076288,24.51481465419624,1.6008018079226718,1.8252389602838452,94.41290859357558,1.0527921129855298,2.3311794382525983,235.86773381647401,3.7044104254304178,0.3340464798030174,2.697958377302668,5.150372715401555,32.06473571016699,2.524535290310042,157.41434934218663,35.59263917197912,1.0767483733353893,5.676872370874713,2.808640636820523,1.8497059876998296,0.8076801377464893,9.222191704693115,2.631219753514736,1.4797082524217267,5.051018883925775,1.8373945739833246,1.7491651849603191,75.77950924600823,10.369554428013164,0.24118485109855073,0.48045994734923136,1.0937305751911763,51.83733193273937,0.565399867971532,0.048322098064064324,0.3236239405197296,4.629416006925873,12.724845926632648,0.28646483336626016,0.20135144468376612,53.08912242829585,2.001855144532624,20.877142852553757,0.045075996678407886,3.3009429916494404,13.517657602960522,9.898023267206666,0.2637051813945868,3.4682979089067816,0.863870939763216,45.6232916206896,1.5560984463365313,4.407959935302839,42.51825510405674,2.4773824954665407,1.1769117224254046,0.6785460164184307,0.9358409105145737,0.825459007730572,1.6121238112217773,0.5086533256878892,0.6297982791325955,0.6063640291490588,5.991683170225171,4.120802835881547,3.2490390993795306,7.332763137394735,1.0813051222869514,1.0813051222869514,11.663500874568136,4.403380699750881,45.05101406536855,8.4215386295702,0.5289699691451719,9.349179961869151,10.931224732690538,1.1487103131580343,3.044480101767929,2.800469969948265,0.8521602395144179,0.1708082166037845,41.835892790314055,8.093528195787616,2.117596889139454,6.616380203439486,0.6850446439327137,31.723601132682187,0.9660436272171387,0.6207442101019446,4.987686980097752,20.347842009145623,0.5355537245038091,3.021338177589533,1.1356359612138267,1.0481679042327814,0.6029781896038021,0.5154394604500854,0.15961631434982404
8,1.0,73.11003771376966,6.107217130827986,0.7079233895329979,18.882782042394602,33.36980799684552,1675.2179194464406,333.4244993226785,6.042399371649166,310.03466105306,22.886586808448392,7.71150874158118,376.996432137474,205.56529315619096,20.730750395899182,1.5601528266247766,7.779716288151008,8.224540025566501,40.99563715919281,3.2327871302556015,11.238000597823667,0.7417338158321515,233.26387555091995,165.32556586554054,0.48930436220482454,1.4644803703962808,98.05494889879608,164.03561502699748,99.04725350903414,2.6831709457697617,18.090220495176073,14.8179086347361,4.059146384120786,1.5158629966229322,1.0843201663730546,18.88992412727284,2.169382842460744,1.791052678440825,90.19821670471963,0.9488638170405185,1.8839125015104587,194.14244738833736,4.123170754974974,0.3544251671044347,2.643250316401356,3.9645248891800278,23.703034273103658,2.9431367935028017,112.5921379827903,34.30574864694697,0.9261735469386977,1.1878788071509887,3.3888206974185464,1.347046178698398,0.5841500410208793,8.744635486558508,2.6119854105585834,1.0629161711302046,3.7815622277199386,2.1456129918530626,1.2766810610734114,77.8672895056507,9.89786914021509,0.16861807335423595,0.3711689996629292,0.9911662013393794,32.8568911897327,0.42901638927224506,0.05402036416365105,0.32357523992444526,8.296727233411984,12.15986059260861,0.2673114470512666,0.18305328898414494,61.3438630856605,2.2066927631537108,10.20496766028352,0.04453627326901429,4.179496556154086,9.31960193847504,7.915938996546615,0.21283317539764815,3.7733389723792747,0.754288112848757,48.429062498012556,1.4938897969307479,3.8288125568409472,46.50237221519108,2.27385570826205,1.152941101649103,0.5453996196823903,0.6880855015040989,0.7256911541176695,1.3470048398277759,0.4782621138790488,0.4143744792892258,0.4143744792892258,5.990379172840998,4.385057270235377,3.2057626385647144,6.972729065041943,0.8998200169171379,0.8998200169171379,9.334460082550544,4.251974726050484,43.524234117923896,8.21217493338082,0.3788039710755102,9.474204544731839,9.020742573312898,1.0794978281193357,3.157316662108791,3.9096618480383114,0.7445861979050732,0.20062389895508054,38.863871099041575,6.21326723353918,2.0847335550792754,5.217568066040436,0.5570826205028079,29.610778633527733,0.8617214777692274,0.5504827108123406,4.193632859950267,19.03131737440933,0.5536832933724251,2.4721948396369813,0.8980456253935143,0.7207527490348964,0.4767691446669677,0.37788656613901306,0.10439813784287413
